tile.stone, ID = 1
tile.ganysnether.purpleQuartzStairs, ID = 1184
tile.ganysnether.quarzBerryBush, ID = 1185
tile.ganysnether.redQuartzStairs, ID = 1186
tile.ganysnether.reproducer, ID = 1187
tile.ganysnether.soulChest, ID = 1188
tile.ganysnether.soulGlass, ID = 1189
tile.ganysnether.soulGlassStairs, ID = 1190
tile.ganysnether.soulTNT, ID = 1191
tile.ganysnether.spectreWheat, ID = 1192
tile.ganysnether.tilledNetherrack, ID = 1193
tile.ganysnether.undertaker, ID = 1194
tile.ganysnether.volcanicFurnace_true, ID = 1195
tile.ganysnether.volcanicFurnace_false, ID = 1196
tile.ganysnether.weepingPod, ID = 1197
tile.ganysnether.whiteQuartzStairs, ID = 1198
tile.ganysnether.witherShrub, ID = 1199
tile.ganysnether.yellowQuartzStairs, ID = 1200
tile.ganyssurface.blockDetector, ID = 1201
tile.ganyssurface.camelliaCrop, ID = 1202
tile.ganyssurface.chestPropellant, ID = 1203
tile.ganyssurface.chocolateCake, ID = 1204
tile.ganyssurface.colouredRedstoneBLACK, ID = 1205
tile.ganyssurface.colouredRedstoneBLUE, ID = 1206
tile.ganyssurface.colouredRedstoneBROWN, ID = 1207
tile.ganyssurface.colouredRedstoneBlock, ID = 1208
tile.ganyssurface.colouredRedstoneCYAN, ID = 1209
tile.ganyssurface.colouredRedstoneGREEN, ID = 1210
tile.ganyssurface.colouredRedstoneGREY, ID = 1211
tile.ganyssurface.colouredRedstoneLIGHTBLUE, ID = 1212
tile.ganyssurface.colouredRedstoneLIGHTGREY, ID = 1213
tile.ganyssurface.colouredRedstoneLIME, ID = 1214
tile.ganyssurface.colouredRedstoneMAGENTA, ID = 1215
tile.ganyssurface.colouredRedstoneORANGE, ID = 1216
tile.ganyssurface.colouredRedstonePINK, ID = 1217
tile.ganyssurface.colouredRedstonePURPLE, ID = 1218
tile.ganyssurface.colouredRedstoneWHITE, ID = 1219
tile.ganyssurface.colouredRedstoneYELLOW, ID = 1220
tile.ganyssurface.cubicSensoringDislocator, ID = 1221
tile.ganyssurface.cushion, ID = 1222
tile.ganyssurface.disguisedTrapDoorBirch, ID = 1223
tile.ganyssurface.disguisedTrapDoorJungle, ID = 1224
tile.ganyssurface.disguisedTrapDoorOak, ID = 1225
tile.ganyssurface.disguisedTrapDoorSpruce, ID = 1226
tile.ganyssurface.dislocator, ID = 1227
tile.ganyssurface.dualWorkTable, ID = 1228
tile.ganyssurface.farmManager, ID = 1229
tile.ganyssurface.fertilizedSoil, ID = 1230
tile.ganyssurface.inkHarvester, ID = 1231
tile.ganyssurface.itemDisplay, ID = 1232
tile.ganyssurface.lantern, ID = 1233
tile.ganyssurface.market, ID = 1234
tile.ganyssurface.organicMatterCompressor, ID = 1235
tile.ganyssurface.planter, ID = 1236
tile.ganyssurface.poopBlock, ID = 1237
tile.ganyssurface.rainDetector, ID = 1238
tile.ganyssurface.sensoringDislocator, ID = 1239
tile.ganyssurface.slimeBlock, ID = 1240
tile.ganyssurface.workTable, ID = 1241
tile.chimney, ID = 1250
tile.corrosiveGas, ID = 1251
tile.naturalGas, ID = 1252
tile.gasPocket, ID = 1253
tile.hydrogen, ID = 1254
tile.neurotoxin, ID = 1255
tile.plasma, ID = 1256
tile.plasmaPocket, ID = 1257
tile.propellent, ID = 1258
tile.shaleResource, ID = 1259
tile.smoke, ID = 1260
tile.toxicGas, ID = 1261
tile.gendustry.imprinter, ID = 1265
tile.gendustry.apiary, ID = 1266
tile.gendustry.mutagen, ID = 1267
tile.gendustry.mutagen.producer, ID = 1268
tile.gendustry.mutatron, ID = 1269
tile.gendustry.mutatron.adv, ID = 1270
tile.gendustry.sampler, ID = 1271
tile.GrimoireGaia2.BustValkyrie, ID = 1274
tile.GrimoireGaia2.BustVampire, ID = 1275
tile.barbedWire, ID = 1276
tile.chainFence, ID = 1277
tile.razorWire, ID = 1278
tile.WaterBottle, ID = 1279
tile.biomeIslandCore, ID = 1280
tile.brewingStand, ID = 1281
tile.crossedDecoration, ID = 1282
tile.dungeonPuzzle, ID = 1283
tile.endFlower, ID = 1284
tile.flowerPot, ID = 1285
tile.endPowderOre, ID = 1286
tile.end_stone_terrain, ID = 1287
tile.enderGoo, ID = 1288
tile.endermanHead, ID = 1289
tile.mobSpawner, ID = 1290
tile.HardcoreEnderExpansion:essence_altar, ID = 1291
tile.igneousRockOre, ID = 1292
tile.cauldron, ID = 1293
tile.instabilityOrbOre, ID = 1294
tile.laserBeam, ID = 1295
tile.obsidianStairs, ID = 1296
tile.obsidianEnd, ID = 1297
tile.obsidianSpecial, ID = 1298
tile.obsidianSpecial, ID = 1299
tile.soulCharm, ID = 1300
tile.spookyLeaves, ID = 1301
tile.spookyLog, ID = 1302
tile.stardustOre, ID = 1303
tile.stardustPlaced, ID = 1304
tile.templeEndPortal, ID = 1305
tile.IronChest, ID = 1307
tile.blockbarrel, ID = 1309
tile.armChair, ID = 1311
tile.bathBlock, ID = 1312
tile.ceramicBlockOne, ID = 1313
tile.ironBlockOne, ID = 1314
tile.ironBlocksTwo, ID = 1315
tile.lightsOff, ID = 1316
tile.lightsOn, ID = 1317
tile.miscOne, ID = 1319
tile.MobHeadsFour, ID = 1320
tile.MobHeadsOne, ID = 1321
tile.MobHeadsThree, ID = 1322
tile.MobHeadsTwo, ID = 1323
tile.roofingBlocksOne, ID = 1324
tile.sofaCenter, ID = 1325
tile.sofaCorner, ID = 1326
tile.sofaLeft, ID = 1327
tile.sofaRight, ID = 1328
tile.woodBlocks, ID = 1329
tile.woodBlocksThree, ID = 1330
tile.woodBlocksTwo, ID = 1331
tile.blockSurreal, ID = 1333
tile.lbd:gravityLift, ID = 1335
tile.lbd:lightSection, ID = 1336
tile.lbd:lightBarrierSource, ID = 1337
tile.lbd:lightSection, ID = 1338
tile.lbd:lightSection, ID = 1339
tile.lbd:lightBridgeSource, ID = 1340
tile.lbd:lightSection, ID = 1341
tile.lbd:lightSection, ID = 1342
tile.lbd:lightDoorSource, ID = 1343
tile.lbd:lightSection, ID = 1344
tile.lbd:lightRailSection, ID = 1345
tile.lbd:lightRailSource, ID = 1346
tile.lbd:lightRailSourceActive, ID = 1347
tile.hellfire, ID = 1350
tile.null, ID = 1351
tile.abominationEgg, ID = 1360
tile.cryoFreezer, ID = 1361
tile.cryoTube, ID = 1362
tile.ghostCryoTube, ID = 1363
tile.dataDuplicator, ID = 1364
tile.dnaExtractor, ID = 1365
tile.enderslimeBlock, ID = 1366
tile.genomeSequencer, ID = 1367
tile.genomeIncubator, ID = 1368
tile.maddna, ID = 1369
tile.maddnamutant, ID = 1370
tile.computerMainframe, ID = 1371
tile.meatCube, ID = 1372
tile.needleSanitizer, ID = 1373
tile.soniclocator, ID = 1374
tile.ghostSoniclocator, ID = 1375
tile.thermosonicBonder, ID = 1376
tile.eCropAir, ID = 1380
tile.eCropEarth, ID = 1381
tile.eCropFire, ID = 1382
tile.eCropWater, ID = 1383
tile.BlockEssenceGlass, ID = 1384
tile.BlockInfusedClay, ID = 1385
tile.BlockInfusedWood, ID = 1386
tile.BlockInfusedWool, ID = 1387
tile.BlockEssenceBrick, ID = 1388
tile.BlockLightBlock, ID = 1389
tile.BlockEssenceStone, ID = 1390
tile.BlockOreEssence, ID = 1391
tile.BlockOreEssenceNether, ID = 1392
tile.BlockArcaneFence, ID = 1393
tile.mCropAlumin, ID = 1394
tile.mCropArdite, ID = 1395
tile.mCropBlaze, ID = 1396
tile.mCropQuartz, ID = 1397
tile.mCropCoal, ID = 1398
tile.mCropCobalt, ID = 1399
tile.mCropCopper, ID = 1400
tile.mCropDeathBloom, ID = 1401
tile.mCropDiamond, ID = 1402
tile.mCropDye, ID = 1403
tile.mCropEmerald, ID = 1405
tile.mCropEnder, ID = 1406
tile.mCropEssence, ID = 1407
tile.mCropXP, ID = 1408
tile.mCropNickel, ID = 1409
tile.mCropForce, ID = 1410
tile.mCropGlowstone, ID = 1411
tile.mCropGold, ID = 1412
tile.mCropIron, ID = 1413
tile.mCropLapis, ID = 1414
tile.mCropLead, ID = 1415
tile.mCropNether, ID = 1416
tile.mCropObsidian, ID = 1417
tile.mCropOil, ID = 1418
tile.mCropPeridot, ID = 1419
tile.mCropPlatinum, ID = 1420
tile.mCropRedstone, ID = 1421
tile.mCropRuby, ID = 1422
tile.mCropSapphire, ID = 1423
tile.mCropSilver, ID = 1424
tile.mCropThaumcraftShard, ID = 1425
tile.mCropTin, ID = 1426
tile.mCropUranium, ID = 1427
tile.soulCropCow, ID = 1428
tile.soulCropCreeper, ID = 1429
tile.soulCropGhast, ID = 1430
tile.soulCropMagma, ID = 1431
tile.soulCropSkeleton, ID = 1432
tile.soulCropSlime, ID = 1433
tile.soulCropSpider, ID = 1434
tile.soulCropWither, ID = 1435
tile.BlockCarvedStone, ID = 1437
tile.BlockTintedGlowstone, ID = 1438
tile.BlockTintedStone, ID = 1439
tile.BlockTintedBrick, ID = 1440
tile.BlockTintedWood, ID = 1441
tile.effectJar, ID = 1450
tile.hive, ID = 1451
tile.airBlocks, ID = 1455
tile.customBlock, ID = 1457
tile.customFence, ID = 1458
tile.customFlooring, ID = 1459
tile.customGate, ID = 1460
tile.customLight, ID = 1461
tile.customRFBlock, ID = 1462
tile.customSlabsDouble, ID = 1463
tile.customSlabs, ID = 1464
tile.customStairs, ID = 1465
tile.customWall, ID = 1466
tile.doubleBlocks, ID = 1467
tile.groundBlocks, ID = 1468
tile.glassBlocks, ID = 1469
tile.highPressureWater, ID = 1470
tile.utilBlocks, ID = 1471
tile.lampsOff, ID = 1472
tile.lampsOn, ID = 1473
tile.oreBlocks, ID = 1474
tile.oysterBlock, ID = 1475
tile.pearlBrick, ID = 1476
tile.siftBlock, ID = 1477
tile.customBlocks, ID = 1478
tile.tankBlocks, ID = 1479
tile.transparentBlocks, ID = 1480
tile.woodBlocks, ID = 1481
tile.blockRedGem, ID = 1485
tile.Meteor, ID = 1486
tile.Frezarite, ID = 1487
tile.Kreknorite, ID = 1488
tile.MeteorShield, ID = 1489
tile.MeteorTimer, ID = 1490
tile.MeteorRare, ID = 1491
tile.ProtectedLandTesterActive, ID = 1492
tile.ProtectedLandTester, ID = 1493
tile.MeteorOre, ID = 1494
fluid.mfr.liquid.biofuel.still, ID = 1495
tile.mfr.decorativebrick, ID = 1496
tile.mfr.rail.cargo.dropoff, ID = 1497
tile.mfr.rail.cargo.pickup, ID = 1498
fluid.mfr.liquid.chocolatemilk.still, ID = 1499
tile.mfr.conveyor, ID = 1500
tile.mfr.detcord, ID = 1501
tile.null, ID = 1502
tile.mfr.machine.0, ID = 1503
tile.mfr.machine.1, ID = 1504
tile.mfr.machine.2, ID = 1505
fluid.mfr.liquid.meat.still, ID = 1506
fluid.mfr.liquid.milk.still, ID = 1507
fluid.mfr.liquid.mobessence.still, ID = 1508
fluid.mfr.liquid.mushroomsoup.still, ID = 1509
tile.mfr.rail.passenger.dropoff, ID = 1510
tile.mfr.rail.passenger.pickup, ID = 1511
fluid.mfr.liquid.pinkslime.still, ID = 1512
tile.mfr.cable.redstone, ID = 1513
tile.mfr.rednet.logic, ID = 1514
tile.mfr.rednet.panel, ID = 1515
tile.mfr.road, ID = 1516
tile.mfr.rubberwood.leaves, ID = 1517
tile.mfr.rubberwood.sapling, ID = 1518
tile.mfr.rubberwood.log, ID = 1519
fluid.mfr.liquid.sewage.still, ID = 1520
fluid.mfr.liquid.sludge.still, ID = 1521
tile.mfr.stainedglass.block, ID = 1522
tile.mfr.stainedglass.pane, ID = 1523
tile.mfr.decorativestone, ID = 1524
tile.mfr.vinescaffold, ID = 1525
tile.blazeTorch, ID = 1530
tile.enderPad, ID = 1531
tile.infusingFurnace, ID = 1532
tile.infusingFurnaceActive, ID = 1533
tile.mobToolsSpawner, ID = 1534
tile.repairAlter, ID = 1535
tile.crafterActive, ID = 1536
tile.crafterInactive, ID = 1537
tile.blockFurnaceCore, ID = 1538
tile.blockFurnaceCore, ID = 1539
tile.blockFurnaceDummy, ID = 1540
tile.blockFurnaceDummy, ID = 1541
tile.blockFurnaceDummy, ID = 1542
tile.blockFurnaceDummy, ID = 1543
tile.blockFurnaceDummy, ID = 1544
tile.ioBlock, ID = 1545
tile.crafterActive, ID = 1546
tile.blockLavaCore, ID = 1547
tile.blockMultiFurnaceCore, ID = 1548
tile.blockMultiFurnaceCore, ID = 1549
tile.blockMultiFurnaceDummy, ID = 1550
tile.blockMultiFurnaceDummy, ID = 1551
tile.blockMultiFurnaceDummy, ID = 1552
tile.blockMultiFurnaceDummy, ID = 1553
tile.smelterOverlay, ID = 1554
tile.furnaceSmelteryBrick, ID = 1555
tile.blockFurnaceCoreSmeltery, ID = 1556
tile.blockFurnaceDummySmeltery, ID = 1557
tile.blockFurnaceCoreSmeltery, ID = 1558
tile.overLayTexture, ID = 1559
tile.myst.bookbinder, ID = 1562
tile.myst.bookstand, ID = 1563
tile.myst.crystal, ID = 1564
tile.myst.fluid, ID = 1565
tile.myst.inkmixer, ID = 1566
tile.myst.lectern, ID = 1567
tile.myst.linkmodifier, ID = 1568
tile.myst.linkportal, ID = 1569
tile.myst.receptacle, ID = 1570
tile.myst.starfissure, ID = 1571
tile.myst.unstable, ID = 1572
tile.myst.writing_desk, ID = 1573
tile.anchor, ID = 1575
tile.anchorInventory, ID = 1576
tile.ignore, ID = 1577
tile.blazerail.activator, ID = 1580
tile.button.amaranth, ID = 1581
tile.fenceGate.amaranth, ID = 1582
tile.pressureplate.amaranth, ID = 1583
tile.stair.amaranth, ID = 1584
tile.trapdoor.amaranth, ID = 1585
tile.berrybush, ID = 1586
tile.nether.hopper, ID = 1587
tile.blazerail, ID = 1588
tile.bloodwood, ID = 1589
tile.button.bloodwood, ID = 1590
tile.door.bloodwood, ID = 1591
tile.fenceGate.bloodwood, ID = 1592
tile.pressureplate.bloodwood, ID = 1593
tile.stair.bloodwood, ID = 1594
tile.trapdoor.bloodwood, ID = 1595
tile.blueGlowshroom, ID = 1596
tile.bookshelf, ID = 1597
tile.cloud, ID = 1598
tile.workbench, ID = 1599
tile.null, ID = 1600
tile.button.darkwood, ID = 1601
tile.fenceGate.darkwood, ID = 1602
tile.Darkleaves, ID = 1603
tile.Darktree, ID = 1604
tile.pressureplate.darkwood, ID = 1605
tile.stair.darkwood, ID = 1606
tile.trapdoor.darkwood, ID = 1607
tile.blazerail.detector, ID = 1608
tile.door.eucalyptus, ID = 1609
tile.button.eucalyptus, ID = 1610
tile.fenceGate.eucalyptus, ID = 1611
tile.pressureplate.eucalyptus, ID = 1612
tile.stair.eucalyptus, ID = 1613
tile.trapdoor.eucalyptus, ID = 1614
tile.fence, ID = 1615
tile.natura.leaves, ID = 1616
tile.bluebells, ID = 1617
tile.button.fusewood, ID = 1618
tile.fenceGate.fusewood, ID = 1619
tile.pressureplate.fusewood, ID = 1620
tile.stair.fusewood, ID = 1621
tile.trapdoor.fusewood, ID = 1622
tile.button.ghostwood, ID = 1623
tile.door.ghostwood, ID = 1624
tile.fenceGate.ghostwood, ID = 1625
tile.pressureplate.ghostwood, ID = 1626
tile.stair.ghostwood, ID = 1627
tile.trapdoor.ghostwood, ID = 1628
tile.Glowshroom, ID = 1629
tile.greenGlowshroom, ID = 1630
tile.button.hopseed, ID = 1631
tile.door.hopseed, ID = 1632
tile.fenceGate.hopseed, ID = 1633
tile.pressureplate.hopseed, ID = 1634
tile.stair.hopseed, ID = 1635
tile.trapdoor.hopseed, ID = 1636
tile.button.maple, ID = 1638
tile.fenceGate.maple, ID = 1639
tile.pressureplate.maple, ID = 1640
tile.stair.maple, ID = 1641
tile.trapdoor.maple, ID = 1642
tile.berrybush, ID = 1643
tile.nether.glass, ID = 1646
tile.lever, ID = 1647
tile.button, ID = 1648
tile.furnace.netherrack, ID = 1649
tile.pressurePlate, ID = 1650
tile.plankSlab1, ID = 1651
tile.plankSlab2, ID = 1652
tile.natura.planks, ID = 1653
tile.blazerail.powered, ID = 1654
tile.purpleGlowshroom, ID = 1655
tile.RareLeaves, ID = 1656
tile.RareTree, ID = 1657
tile.RareSapling, ID = 1658
tile.door.redwoodbark, ID = 1659
tile.natura.redwood, ID = 1660
tile.button.redwood, ID = 1661
tile.door.redwood, ID = 1662
tile.fenceGate.redwood, ID = 1663
tile.pressureplate.redwood, ID = 1664
tile.stair.redwood, ID = 1665
tile.trapdoor.redwood, ID = 1666
tile.nether.obelisk, ID = 1667
tile.saguaro.block, ID = 1668
tile.button.sakura, ID = 1669
tile.door.sakura, ID = 1670
tile.fenceGate.sakura, ID = 1671
tile.natura.leavesnocolor, ID = 1672
tile.pressureplate.sakura, ID = 1673
tile.stair.sakura, ID = 1674
tile.trapdoor.sakura, ID = 1675
tile.natura.sapling, ID = 1676
tile.button.silverbell, ID = 1677
tile.fenceGate.silverbell, ID = 1678
tile.pressureplate.silverbell, ID = 1679
tile.stair.silverbell, ID = 1680
tile.trapdoor.silverbell, ID = 1681
tile.Thornvines, ID = 1682
tile.button.tiger, ID = 1683
tile.fenceGate.tiger, ID = 1684
tile.pressureplate.tiger, ID = 1685
tile.stair.tiger, ID = 1686
tile.trapdoor.tiger, ID = 1687
tile.GrassBlock, ID = 1688
tile.GrassSlab, ID = 1689
tile.button.willow, ID = 1690
tile.fenceGate.willow, ID = 1691
tile.willow, ID = 1692
tile.pressureplate.willow, ID = 1693
tile.stair.willow, ID = 1694
tile.trapdoor.willow, ID = 1695
tile.natura.treeblock, ID = 1696
tile.netherores.hellfish, ID = 1697
tile.netherores.ore.0, ID = 1698
tile.netherores.ore.1, ID = 1699
tile.openblocks.autoanvil, ID = 1700
tile.openblocks.autoenchantmenttable, ID = 1701
tile.openblocks.beartrap, ID = 1702
tile.openblocks.bigbutton, ID = 1703
tile.openblocks.blockbreaker, ID = 1704
tile.openblocks.blockPlacer, ID = 1705
tile.openblocks.cannon, ID = 1706
tile.openblocks.canvasglass, ID = 1707
tile.openblocks.canvas, ID = 1708
tile.openblocks.donationStation, ID = 1709
tile.openblocks.drawingtable, ID = 1710
tile.openblocks.elevator, ID = 1711
tile.openblocks.fan, ID = 1712
tile.openblocks.flag, ID = 1713
tile.openblocks.guide, ID = 1714
tile.openblocks.heal, ID = 1715
tile.openblocks.imaginary, ID = 1716
tile.openblocks.itemDropper, ID = 1717
tile.openblocks.ladder, ID = 1718
tile.openblocks.paintcan, ID = 1720
tile.openblocks.paintmixer, ID = 1721
tile.openblocks.path, ID = 1722
tile.openblocks.projector, ID = 1723
tile.openblocks.radio, ID = 1724
tile.openblocks.ropeladder, ID = 1725
tile.openblocks.sponge, ID = 1726
tile.openblocks.sprinkler, ID = 1727
tile.openblocks.tank, ID = 1728
tile.openblocks.target, ID = 1729
tile.openblocks.trophy, ID = 1730
tile.openblocks.vacuumhopper, ID = 1731
tile.openblocks.village_highlighter, ID = 1732
tile.openblocks.xpbottler, ID = 1733
tile.openblocks.xpdrain, ID = 1734
tile.null, ID = 1740
tile.null, ID = 1741
tile.null, ID = 1742
tile.null, ID = 1743
tile.disenchanter, ID = 1744
tile.uncrafter, ID = 1745
tile.PortalMultiBlock, ID = 1747
tile.PortalMod, ID = 1748
tile.railcraft.block.anvil, ID = 1770
tile.railcraft.brick.abyssal, ID = 1771
tile.railcraft.brick.bleachedbone, ID = 1772
tile.railcraft.brick.bloodstained, ID = 1773
tile.railcraft.brick.frostbound, ID = 1774
tile.railcraft.brick.infernal, ID = 1775
tile.railcraft.brick.nether, ID = 1776
tile.railcraft.brick.quarried, ID = 1777
tile.railcraft.brick.sandy, ID = 1778
tile.railcraft.cube, ID = 1779
tile.railcraft.detector, ID = 1780
tile.railcraft.track.elevator, ID = 1781
tile.block.firestone.recharge, ID = 1782
tile.railcraft.block.fluid.creosote, ID = 1783
tile.railcraft.block.fluid.steam, ID = 1784
tile.railcraft.glass, ID = 1785
tile.railcraft.machine.alpha, ID = 1787
tile.railcraft.machine.beta, ID = 1788
tile.railcraft.machine.gamma, ID = 1790
tile.railcraft.ore, ID = 1791
tile.railcraft.post, ID = 1792
tile.railcraft.post.metal, ID = 1793
tile.railcraft.post.metal.platform, ID = 1794
tile.railcraft.signal, ID = 1795
tile.railcraft.slab, ID = 1796
tile.railcraft.stair, ID = 1797
tile.railcraft.stonelamp, ID = 1798
tile.railcraft.track, ID = 1799
tile.railcraft.wall.alpha, ID = 1800
tile.railcraft.wall.beta, ID = 1801
tile.railcraft.worldlogic, ID = 1802
tile.Duct, ID = 1810
tile.Fluorite, ID = 1811
tile.FluoriteOre, ID = 1812
tile.Line, ID = 1813
tile.Machine, ID = 1814
tile.MachineModelled, ID = 1815
tile.MoltenCorium, ID = 1816
tile.MoltenCorium(Flowing), ID = 1817
tile.Ore, ID = 1818
tile.Reactor, ID = 1819
tile.ReactorMaterials, ID = 1820
tile.ReactorModelled, ID = 1821
tile.Steam, ID = 1822
tile.multiblock.heater, ID = 1823
tile.multiblock.injector, ID = 1824
tile.multiblock.solenoid, ID = 1825
tile.redstonearsenal.storage, ID = 1829
tile.altarActive, ID = 1830
tile.altarIdle, ID = 1831
tile.lilypad, ID = 1832
tile.wraithNode, ID = 1833
tile.io, ID = 1835
tile.machine, ID = 1836
tile.sideProxy, ID = 1837
tile.skylight, ID = 1838
tile.remoteInventory, ID = 1839
tile.showcase, ID = 1840
tile.statue, ID = 1841
tile.SC2:BlockAdvDetector, ID = 1843
tile.SC2:BlockCargoManager, ID = 1844
tile.SC2:BlockCartAssembler, ID = 1845
tile.SC2:BlockDetector, ID = 1846
tile.SC2:BlockDistributor, ID = 1847
tile.SC2:BlockJunction, ID = 1848
tile.SC2:BlockLiquidManager, ID = 1849
tile.SC2:BlockMetalStorage, ID = 1850
tile.SC2:BlockActivator, ID = 1851
tile.SC2:upgrade, ID = 1852
tile.sfm.BlockCableBUD, ID = 1853
tile.sfm.BlockCableBreaker, ID = 1854
tile.null, ID = 1855
tile.null, ID = 1856
tile.sfm.BlockCableCreative, ID = 1857
tile.sfm.BlockCableInput, ID = 1858
tile.null, ID = 1859
tile.sfm.BlockCable, ID = 1860
tile.sfm.BlockCableOutput, ID = 1861
tile.null, ID = 1862
tile.sfm.BlockCableSign, ID = 1863
tile.sfm.BlockMachineManager, ID = 1864
tile.CraftingFrame, ID = 1868
tile.SuperItemFrame, ID = 1869
tile.switch, ID = 1870
tile.switch, ID = 1871
tile.switch, ID = 1872
tile.switch, ID = 1873
tile.Sync_ShellConstructor, ID = 1874
tile.blockAiry, ID = 1875
tile.blockArcaneDoor, ID = 1876
tile.blockArcaneFurnace, ID = 1877
tile.blockCandle, ID = 1878
tile.blockChestHungry, ID = 1879
tile.blockCosmeticOpaque, ID = 1880
tile.blockCosmeticSolid, ID = 1881
tile.blockCrystal, ID = 1882
tile.blockCustomOre, ID = 1883
tile.blockCustomPlant, ID = 1884
tile.blockFluxGas, ID = 1885
tile.blockFluxGoo, ID = 1886
tile.blockHole, ID = 1887
tile.blockJar, ID = 1888
tile.blockLifter, ID = 1889
tile.blockMagicalLeaves, ID = 1890
tile.blockMagicalLog, ID = 1891
tile.blockManaPod, ID = 1892
tile.blockMetalDevice, ID = 1893
tile.blockMirror, ID = 1894
tile.blockStoneDevice, ID = 1895
tile.blockTable, ID = 1896
tile.blockTaint, ID = 1897
tile.blockTaintFibres, ID = 1898
tile.blockTube, ID = 1899
tile.blockWarded, ID = 1900
tile.blockWoodenDevice, ID = 1901
tile.boundChest, ID = 1910
tile.boundJar, ID = 1911
tile.thaumicexploration:crucibleSouls, ID = 1912
tile.thaumicexploration:everfullUrn, ID = 1913
tile.ice, ID = 1914
tile.thaumicexploration:necroFire, ID = 1915
tile.thaumicexploration:necroPedestal, ID = 1916
tile.thaumicexploration:taintBerryCrop, ID = 1918
tile.thaumicexploration:replicator, ID = 1919
tile.thaumicexploration:thinkTankJar, ID = 1920
tile.skyChest, ID = 1923
tile.duplicator, ID = 1925
tile.eldritchLock, ID = 1926
tile.rainMaker, ID = 1928
tile.resourceBlock, ID = 1929
tile.thaumaturgesLight, ID = 1930
tile.voidChest, ID = 1931
tile.ttinkerer:Levitational Locomotive, ID = 1940
tile.ttinkerer:Levitational Locomotive Relay, ID = 1941
tile.ttinkerer:animationTablet, ID = 1942
tile.ttinkerer:aspectAnalyzer, ID = 1943
tile.ttinkerer:darkQuartz, ID = 1944
tile.ttinkerer:darkQuartzSlab, ID = 1945
tile.ttinkerer:darkQuartzSlab, ID = 1946
tile.ttinkerer:darkQuartzStairs, ID = 1947
tile.ttinkerer:dislocator, ID = 1948
tile.ttinkerer:enchanter, ID = 1949
tile.ttinkerer:funnel, ID = 1950
tile.ttinkerer:gaseousLight, ID = 1951
tile.ttinkerer:gaseousShadow, ID = 1952
tile.ttinkerer:golemConnector, ID = 1953
tile.ttinkerer:interface, ID = 1954
tile.ttinkerer:magnet, ID = 1955
tile.ttinkerer:nitorGas, ID = 1956
tile.ttinkerer:platform, ID = 1957
tile.ttinkerer:portal, ID = 1958
tile.ttinkerer:repairer, ID = 1959
tile.ttinkerer:warpGate, ID = 1960
tile.null, ID = 1962
tile.null, ID = 1963
tile.null, ID = 1964
tile.chlorophyllSolidifier, ID = 1967
tile.fluidChlorophyll, ID = 1968
tile.totemIntelligence, ID = 1971
tile.totemLeaves, ID = 1972
tile.totemSapling, ID = 1974
tile.totemSocket, ID = 1975
tile.totemWoods, ID = 1977
tile.null, ID = 1979
tile.translocator, ID = 1980
tile.bamboochest, ID = 1981
tile.Bamboo Door, ID = 1982
tile.bambooMug, ID = 1983
tile.Bamboo Stairs, ID = 1984
tile.bambooBundle, ID = 1985
tile.bambooChuteBlock, ID = 1986
tile.bongoDrums, ID = 1987
tile.buildingBlock, ID = 1988
tile.chunkOHead, ID = 1989
tile.Chunk Stairs, ID = 1990
tile.coconutBlock, ID = 1991
tile.coffeePlant, ID = 1992
tile.tropicraftCoral, ID = 1993
tile.curareBowl, ID = 1994
tile.tropicsSlabDouble, ID = 1995
tile.eihMixer, ID = 1996
tile.Flower Pot Tropicraft, ID = 1997
tile.fruitLeaves, ID = 1998
tile.koaChest, ID = 2000
tile.Palm Stairs, ID = 2002
tile.firePit, ID = 2003
tile.portalWall, ID = 2005
tile.portal, ID = 2006
tile.purifiedSand, ID = 2007
tile.Tropics Leaves, ID = 2008
tile.saplings, ID = 2009
tile.sifter, ID = 2010
tile.tropicsSlabSingle, ID = 2011
tile.tallFlower, ID = 2012
tile.Thatch Stairs, ID = 2013
tile.Tiki Torch Blawk, ID = 2014
tile.tradeBlock, ID = 2015
tile.treeWood, ID = 2016
tile.tropicsFenceGate, ID = 2017
tile.tropicsFence, ID = 2018
tile.Tropicraftflower, ID = 2019
tile.water, ID = 2020
tile.water, ID = 2021
tile.blockOres, ID = 2022
tile.Court Master, ID = 2023
tile.Volleyball Court Post, ID = 2024
tile.TFFirefly, ID = 2028
tile.TFFireJet, ID = 2029
tile.TFAuroraBrick, ID = 2030
tile.TFBossSpawner, ID = 2031
tile.TFCicada, ID = 2032
tile.TFFireflyJar, ID = 2033
tile.TFHedge, ID = 2034
tile.TFLeaves, ID = 2035
tile.TFLog, ID = 2036
tile.TFMagicLeaves, ID = 2037
tile.TFMagicLog, ID = 2038
tile.TFMagicLogSpecial, ID = 2039
tile.TFMazestone, ID = 2040
tile.TFMoonworm, ID = 2041
tile.TFNagastone, ID = 2042
tile.TFPlant, ID = 2043
tile.TFPortal, ID = 2044
tile.TFRoots, ID = 2045
tile.TFSapling, ID = 2046
tile.TFShield, ID = 2047
tile.TFTowerDevice, ID = 2048
tile.TFTowerTranslucent, ID = 2049
tile.TFTowerStone, ID = 2050
tile.TFTrophy, ID = 2051
tile.TFTrophyPedestal, ID = 2052
tile.TFUncraftingTable, ID = 2053
tile.TFUnderBrick, ID = 2054
tile.swordStoneActive, ID = 2055
